Index,GPS time,EKF Temp,EKF Tick,EKF Raw Z Gyro,EKF Raw X Gyro,EKF Raw Y Gyro,EKF Raw X Accel,EKF Raw Y Accel,EKF Raw Z Accel,EKF Tick SF,EKF Gyro SF,EKF Gyro Bias,EKF Tick SF Calib,EKF Gyro SF Calib,EKF Gyro B Calib
1217,2018:522877.000,,,,,,,,,,,,,,
1218,2018:522877.000,32.40,,0.01,0.10,0.42,-8.85,-4.18,3.19,,,,,,
1219,,32.38,,-0.13,0.76,0.02,-8.81,-4.45,3.25,,,,,,
1220,,32.39,,-0.56,1.97,1.13,-8.91,-4.21,3.24,,,,,,
1221,,32.38,,0.69,-0.39,-1.25,-8.93,-3.90,3.05,,,,,,
1222,2018:522878.000,,,,,,,,,,,,,,
1223,2018:522878.000,32.38,,0.48,-0.09,-1.42,-8.95,-3.90,3.12,,,,,,
1224,,32.39,,-0.10,0.87,-0.32,-8.77,-4.49,3.23,,,,,,
1225,,32.37,,0.19,0.90,-0.14,-8.73,-4.56,3.16,,,,,,
1226,2018:522879.000,32.38,,-0.65,1.44,0.89,-8.69,-4.54,3.16,,,,,,
1227,2018:522879.000,32.38,,-1.05,2.29,1.84,-8.77,-4.71,3.27,,,,,,
1228,2018:522879.000,,,,,,-8.70,-4.74,3.36,,,,,,
1229,,32.38,,-1.93,3.09,3.37,-8.94,-3.99,3.22,,,,,,
1230,,32.38,,-0.06,-0.12,-0.06,-8.94,-4.36,3.19,,,,,,
1231,,32.38,,0.50,-0.67,-1.47,-8.92,-4.18,3.15,,,,,,
1232,2018:522880.000,,,,,,,,,,,,,,
1233,2018:522880.000,,,,,,,,,,,,,,
1234,,32.40,,0.04,-0.11,-0.80,-8.91,-4.13,3.11,,,,,,
1235,,32.38,,-0.99,0.53,1.99,-9.05,-4.23,3.32,,,,,,
1236,,32.38,,0.44,-1.28,-0.99,-8.96,-4.28,3.06,,,,,,
1237,2018:522881.000,,,,,,,,,,,,,,
1238,2018:522881.000,,,,,,,,,,,,,,
1239,,32.37,,0.27,0.14,-0.98,-9.07,-4.37,3.20,,,,,,
1240,,32.39,,0.04,-0.86,0.21,-8.79,-4.28,3.20,,,,,,
1241,,32.39,,-0.29,-0.91,1.14,-8.74,-4.21,3.14,,,,,,
1242,2018:522882.000,32.37,,1.34,-1.71,-2.09,,,,,,,,,
1243,2018:522882.000,,,,,,,,,,,,,,
1244,,32.37,,-0.23,-0.60,1.24,-8.77,-4.17,3.21,,,,,,
1245,,32.39,,0.28,-0.32,-0.00,-8.88,-4.23,3.08,,,,,,
1246,,32.39,,0.50,-0.26,-1.33,-8.66,-4.20,3.06,,,,,,
1247,2018:522883.000,32.39,,0.17,-0.10,1.35,-9.26,-4.40,3.23,,,,,,
1248,2018:522883.000,,,,,,,,,,,,,,
1249,2018:522883.000,32.39,,-2.07,0.69,-1.77,-8.63,-4.38,3.25,,,,,,
1250,,32.40,,-2.06,1.70,0.54,-8.70,-3.88,2.92,,,,,,
1251,,32.38,,-2.15,2.32,4.51,-9.02,-4.45,3.24,,,,,,
1252,2018:522884.000,32.38,,-6.91,11.21,25.93,-11.63,-4.88,4.03,,,,,,
1253,2018:522884.000,,,,,,,,,,,,,,
1254,2018:522884.000,32.37,,10.91,4.92,12.82,-7.42,-2.53,2.61,,,,,,
1255,,32.39,,3.02,1.86,-4.04,-8.09,-3.85,2.85,,,,,,
1256,,32.38,,0.21,0.52,-1.64,-8.57,-4.43,3.01,,,,,,
1257,2018:522885.000,32.39,,-1.75,3.62,4.48,-9.05,-4.32,3.10,,,,,,
1258,2018:522885.000,,,,,,,,,,,,,,
1259,2018:522885.000,32.37,,0.79,0.60,-0.31,-9.06,-3.80,2.73,,,,,,
1260,,32.38,,-0.81,3.20,4.37,-9.33,-3.92,3.05,,,,,,
1261,,32.39,,0.01,1.13,0.27,-9.04,-4.03,2.93,,,,,,
1262,2018:522886.000,32.38,,0.70,3.01,-0.19,-8.62,-3.88,2.74,,,,,,
1263,2018:522886.000,,,,,,,,,,,,,,
1264,2018:522886.000,32.38,,-1.57,3.22,4.29,-9.04,-3.79,2.95,,,,,,
1265,,32.39,,-1.38,1.26,0.95,-8.71,-3.69,2.86,,,,,,
1266,,32.39,,0.70,2.35,-1.75,-8.80,-4.02,2.88,,,,,,
1267,2018:522887.000,32.38,,-0.85,2.78,2.47,-9.14,-4.13,2.99,,,,,,
1268,2018:522887.000,,,,,,,,,,,,,,
1269,2018:522887.000,32.37,,0.96,0.48,-1.55,-8.34,-3.75,2.81,,,,,,
1270,,32.39,,0.26,0.22,-0.72,-9.07,-3.97,3.05,,,,,,
1271,,32.39,,0.12,-0.22,-1.16,-9.38,-4.07,3.11,,,,,,
1272,,32.38,,-0.32,0.39,0.26,-9.24,-3.90,3.25,,,,,,
1273,2018:522888.000,,,,,,,,,,,,,,
1274,2018:522888.000,,,,,,,,,,,,,,
1275,,32.39,,-0.33,-0.27,0.14,-9.36,-4.05,3.16,,,,,,
1276,,32.38,,-0.09,0.23,0.60,-9.14,-3.85,3.12,,,,,,
1277,,32.38,,-0.21,-0.08,1.77,-9.32,-4.13,3.25,,,,,,
1278,2018:522889.000,,,,,,,,,,,,,,
1279,2018:522889.000,,,,,,-8.93,-3.94,3.22,,,,,,
1280,,32.39,,0.38,-1.23,-0.61,-8.85,-4.44,3.33,,,,,,
1281,,32.38,,-0.08,-0.48,1.34,-8.42,-4.09,3.14,,,,,,
1282,,32.39,,0.45,0.30,0.62,-8.50,-4.24,3.19,,,,,,
1283,2018:522890.000,,,,,,,,,,,,,,
1284,2018:522890.000,,,,,,,,,,,,,,
1285,,32.38,,0.94,-0.95,-0.20,-8.36,-4.17,2.96,,,,,,
1286,,32.38,,1.07,-1.02,-0.75,-8.72,-4.48,3.33,,,,,,
1287,,32.38,,1.40,-4.00,-1.33,-8.64,-4.56,3.51,,,,,,
1288,2018:522891.000,32.37,,2.06,-3.55,-2.35,,,,,,,,,
1289,2018:522891.000,,,,,,,,,,,,,,
1290,,32.38,,2.49,-6.34,-4.63,-8.40,-4.29,3.76,,,,,,
1291,,32.38,,2.13,-6.04,-1.90,-8.45,-4.17,3.70,,,,,,
1292,,32.39,,2.29,-6.28,-1.79,-8.57,-4.22,3.69,,,,,,
1293,2018:522892.000,32.37,,2.06,-6.21,-1.20,-8.97,-4.15,3.80,,,,,,
1294,2018:522892.000,,,,,,,,,,,,,,
1295,2018:522892.000,32.38,,1.66,-5.97,-0.40,-8.87,-3.97,3.53,,,,,,
1296,,32.38,,1.70,-2.16,-0.54,-8.96,-4.07,3.23,,,,,,
1297,,32.38,,0.88,1.73,-0.74,-9.05,-4.02,2.69,,,,,,
1298,2018:522893.000,32.40,,2.20,4.35,-5.38,-8.94,-4.14,2.68,,,,,,
1299,2018:522893.000,,,,,,,,,,,,,,
1300,2018:522893.000,32.38,,2.21,-2.72,-5.67,-9.29,-3.50,3.01,,,,,,
1301,,32.38,,0.46,5.10,-4.56,-9.21,-3.95,2.72,,,,,,
1302,,32.38,,-0.33,4.75,3.93,-8.84,-3.91,2.59,,,,,,
1303,2018:522894.000,32.39,,-1.30,4.80,2.93,-9.34,-4.02,2.69,,,,,,
1304,2018:522894.000,,,,,,,,,,,,,,
1305,2018:522894.000,32.38,,-0.15,4.83,3.64,-9.02,-3.87,2.53,,,,,,
1306,,32.38,,-0.63,4.69,-0.99,-9.09,-4.13,2.74,,,,,,
1307,,32.39,,-1.02,3.39,2.07,-9.16,-3.97,2.71,,,,,,
1308,2018:522895.000,32.37,,-1.85,4.51,1.39,-8.93,-4.11,2.91,,,,,,
1309,2018:522895.000,,,,,,,,,,,,,,
1310,2018:522895.000,32.39,,-0.23,3.97,0.96,-9.20,-4.03,2.97,,,,,,
1311,,32.37,,-1.48,1.73,1.71,-8.81,-4.03,3.01,,,,,,
1312,,32.39,,0.50,-0.11,-2.29,-9.04,-4.35,3.41,,,,,,
1313,2018:522896.000,32.38,,-0.29,0.08,1.37,-9.22,-4.26,3.36,,,,,,
1314,2018:522896.000,,,,,,,,,,,,,,
1315,2018:522896.000,32.37,,0.24,0.30,0.24,-9.09,-4.21,3.28,,,,,,
1316,,32.37,,0.29,-0.26,-1.10,-8.79,-4.08,3.33,,,,,,
1317,,32.38,,0.56,-0.99,-0.33,-8.81,-4.31,3.58,,,,,,
1318,2018:522897.000,32.38,,0.98,-2.33,-1.95,-9.07,-4.24,3.55,,,,,,
1319,2018:522897.000,,,,,,,,,,,,,,
1320,2018:522897.000,32.39,,1.11,-3.54,-2.05,-8.47,-4.21,3.53,,,,,,
1321,,32.38,,0.12,-3.40,-0.63,-9.02,-4.16,3.69,,,,,,
1322,,32.39,,-0.33,-2.06,1.00,-9.15,-4.22,3.73,,,,,,
1323,,32.39,,2.46,-4.37,-2.35,-8.67,-4.37,3.58,,,,,,
1324,2018:522898.000,,,,,,,,,,,,,,
1325,2018:522898.000,,,,,,-8.99,-4.32,3.70,,,,,,
1326,,32.38,,1.92,-3.05,-0.10,-8.99,-4.01,3.80,,,,,,
1327,,32.38,,3.12,-4.20,-3.05,-8.63,-3.48,3.38,,,,,,
1328,,32.38,,1.62,-2.87,-1.35,-9.14,-3.58,3.74,,,,,,
1329,2018:522899.000,,,,,,,,,,,,,,
1330,2018:522899.000,,,,,,,,,,,,,,
1331,,32.39,,1.23,-3.96,-1.53,-8.74,-3.60,3.53,,,,,,
1332,,32.38,,1.27,-4.38,-0.46,-8.51,-3.46,3.54,,,,,,
1333,,32.40,,1.56,-3.71,-0.30,-8.67,-3.59,3.46,,,,,,
1334,2018:522900.000,,,,,,,,,,,,,,
1335,2018:522900.000,,,,,,,,,,,,,,
1336,,32.38,,2.94,-4.65,-2.58,-8.54,-3.65,3.31,,,,,,
1337,,32.38,,3.05,-3.41,-0.41,-8.92,-3.75,3.38,,,,,,
1338,,32.37,,2.70,-3.18,-2.67,-8.66,-3.53,3.47,,,,,,
1339,2018:522901.000,32.38,,2.73,-3.77,-0.51,,,,,,,,,
1340,2018:522901.000,,,,,,,,,,,,,,
1341,,32.38,,1.16,-2.76,-0.81,-9.27,-3.70,3.50,,,,,,
1342,,32.38,,1.57,-3.87,-2.06,-8.93,-3.62,3.49,,,,,,
1343,,32.38,,1.81,-4.22,-2.14,-9.47,-3.78,3.71,,,,,,
1344,2018:522902.000,32.38,,2.15,-4.28,-2.55,-8.59,-3.51,3.50,,,,,,
1345,2018:522902.000,,,,,,,,,,,,,,
1346,2018:522902.000,32.38,,1.90,-4.16,-1.25,-9.02,-3.35,3.54,,,,,,
1347,,32.39,,2.20,-4.77,-1.87,-8.92,-3.21,3.48,,,,,,
1348,,32.39,,1.75,-3.69,-1.35,-8.95,-2.49,3.24,,,,,,
1349,2018:522903.000,32.38,,1.95,-6.90,-2.23,-9.05,-2.92,3.25,,,,,,
1350,2018:522903.000,,,,,,,,,,,,,,
1351,2018:522903.000,32.37,,1.49,-2.66,-0.50,-9.22,-2.98,3.43,,,,,,
1352,,32.40,,2.39,-5.24,-2.63,-9.26,-3.11,3.45,,,,,,
1353,,32.38,,1.74,-3.90,-0.64,-9.19,-2.95,3.23,,,,,,
1354,2018:522904.000,32.37,,2.30,-3.60,0.24,-9.43,-3.05,3.44,,,,,,
1355,2018:522904.000,,,,,,,,,,,,,,
1356,2018:522904.000,32.38,,2.19,-3.29,-1.57,-8.97,-2.83,3.02,,,,,,
1357,,32.38,,1.09,-2.82,-0.86,-8.83,-2.83,3.10,,,,,,
1358,,32.39,,0.72,-1.72,-0.92,-8.88,-2.77,2.93,,,,,,
1359,2018:522905.000,32.39,,0.78,-1.31,-1.20,-9.52,-3.04,3.22,,,,,,
1360,2018:522905.000,,,,,,,,,,,,,,
1361,2018:522905.000,32.37,,-0.38,-1.11,1.06,-9.39,-3.02,3.17,,,,,,
1362,,32.37,,-0.46,-1.41,1.24,-9.58,-3.11,3.06,,,,,,
1363,,32.38,,0.61,-1.82,-0.28,-9.46,-3.17,3.19,,,,,,
1364,2018:522906.000,32.39,,1.49,-1.31,-0.99,-9.33,-3.12,2.97,,,,,,
1365,2018:522906.000,,,,,,,,,,,,,,
1366,2018:522906.000,32.38,,1.42,-1.47,-1.43,-9.17,-3.03,2.91,,,,,,
1367,,32.39,,0.78,-1.16,0.02,-9.32,-3.11,3.04,,,,,,
1368,,32.39,,0.20,0.02,0.60,-9.16,-3.23,2.99,,,,,,
1369,2018:522907.000,32.39,,0.59,-0.67,-0.87,-9.27,-3.35,3.12,,,,,,
1370,2018:522907.000,,,,,,,,,,,,,,
1371,2018:522907.000,32.39,,0.85,-0.39,-0.90,-9.20,-3.33,2.99,,,,,,
1372,,32.39,,0.92,0.04,-0.65,-9.26,-3.33,3.10,,,,,,
1373,,32.38,,1.48,-0.46,-5.04,-9.33,-3.34,3.08,,,,,,
1374,,32.38,,0.05,-0.20,-0.18,-9.31,-3.17,3.19,,,,,,
1375,2018:522908.000,,,,,,,,,,,,,,
1376,2018:522908.000,,,,,,-9.31,-3.26,2.99,,,,,,
1377,,32.38,,-0.09,-0.49,1.39,-9.35,-2.92,2.91,,,,,,
1378,,32.36,,0.11,0.33,0.06,-9.42,-3.07,2.90,,,,,,
1379,,32.39,,0.29,-0.46,-0.25,-9.32,-3.39,2.96,,,,,,
1380,2018:522909.000,,,,,,,,,,,,,,
1381,2018:522909.000,,,,,,,,,,,,,,
1382,,32.39,,-0.10,-0.40,0.86,-9.26,-3.44,3.00,,,,,,
1383,,32.37,,-0.16,0.03,0.38,-9.25,-3.42,3.08,,,,,,
1384,,32.39,,-0.30,-0.82,1.81,-9.11,-3.52,3.14,,,,,,
1385,2018:522910.000,,,,,,,,,,,,,,
1386,2018:522910.000,,,,,,,,,,,,,,
1387,,32.39,,0.19,-0.81,0.78,-9.10,-4.04,3.33,,,,,,
1388,,32.37,,0.26,-0.92,-0.01,-9.15,-3.62,3.11,,,,,,
1389,,32.38,,0.43,-1.26,0.74,-9.33,-3.39,3.14,,,,,,
1390,2018:522911.000,32.40,,0.73,-1.72,-0.57,,,,,,,,,
1391,2018:522911.000,,,,,,,,,,,,,,
1392,,32.39,,0.22,-0.92,0.19,-9.25,-3.32,3.14,,,,,,
1393,,32.39,,0.78,-1.49,-0.46,-9.35,-3.46,3.17,,,,,,
1394,,32.38,,1.52,-2.34,-1.27,-9.35,-3.45,3.18,,,,,,
1395,2018:522912.000,32.39,,0.87,-1.48,-0.48,-9.01,-3.18,3.10,,,,,,
1396,2018:522912.000,,,,,,,,,,,,,,
1397,2018:522912.000,32.38,,2.12,-5.37,-4.57,-9.05,-3.91,3.27,,,,,,
1398,,32.38,,0.77,-3.66,-1.20,-8.91,-3.95,3.28,,,,,,
1399,,32.37,,0.19,-1.58,1.35,-9.01,-3.80,3.40,,,,,,
1400,2018:522913.000,32.38,,1.82,-4.47,-3.50,-8.80,-3.85,3.25,,,,,,
1401,2018:522913.000,,,,,,,,,,,,,,
1402,2018:522913.000,32.39,,0.66,-2.95,0.47,-8.87,-4.26,3.40,,,,,,
1403,,32.37,,1.18,-3.64,-0.99,-8.90,-4.07,3.43,,,,,,
1404,,32.38,,0.91,-1.37,0.74,-8.90,-4.13,3.21,,,,,,
1405,2018:522914.000,32.38,,1.10,-2.71,-1.09,-8.92,-4.28,3.29,,,,,,
1406,2018:522914.000,,,,,,,,,,,,,,
1407,2018:522914.000,32.38,,1.35,-2.18,-1.58,-8.73,-4.28,3.29,,,,,,
1408,,32.38,,1.87,-2.68,-2.41,-8.90,-4.27,3.23,,,,,,
1409,,32.38,,1.28,-1.86,-0.94,-8.95,-4.18,3.16,,,,,,
1410,2018:522915.000,32.37,,0.64,-0.05,0.20,-8.90,-4.19,3.03,,,,,,
1411,2018:522915.000,,,,,,,,,,,,,,
1412,2018:522915.000,,,,,,-8.94,-4.26,2.99,,,,,,
1413,,32.38,,-0.44,1.52,1.49,-9.13,-4.26,3.02,,,,,,
1414,,32.39,,-1.22,2.58,2.92,-9.03,-3.91,2.81,,,,,,
1415,,32.38,,-0.81,3.63,1.84,-9.33,-3.96,2.71,,,,,,
1416,2018:522916.000,,,,,,,,,,,,,,
1417,2018:522916.000,,,,,,,,,,,,,,
1418,,32.38,,-2.18,2.67,4.56,-9.36,-3.77,2.72,,,,,,
1419,,32.38,,0.87,4.25,-4.89,-9.00,-3.78,2.56,,,,,,
1420,,32.39,,-1.82,2.99,3.20,-9.33,-4.23,2.49,,,,,,
1421,2018:522917.000,32.37,,1.99,3.94,-5.59,,,,,,,,,
1422,2018:522917.000,,,,,,,,,,,,,,
1423,2018:522917.000,32.40,,-1.62,1.04,0.05,-9.47,-4.00,2.99,,,,,,
1424,,32.40,,-0.41,1.08,-4.90,-8.95,-4.06,2.74,,,,,,
1425,,32.38,,-0.16,1.21,-2.19,-9.01,-4.39,2.95,,,,,,
1426,2018:522918.000,32.39,,-0.34,0.76,1.53,-8.66,-4.00,2.86,,,,,,
1427,2018:522918.000,,,,,,,,,,,,,,
1428,2018:522918.000,32.38,,-0.36,-0.18,2.35,-9.22,-4.07,3.13,,,,,,
1429,,32.39,,-5.11,0.21,3.26,-8.67,-3.76,2.86,,,,,,
1430,,32.39,,3.21,0.04,-5.79,-8.41,-3.81,2.76,,,,,,
1431,2018:522919.000,32.40,,-1.17,-1.51,2.32,-9.55,-3.99,3.16,,,,,,
1432,2018:522919.000,,,,,,,,,,,,,,
1433,2018:522919.000,32.39,,-0.48,-1.24,2.59,-9.03,-4.04,2.96,,,,,,
1434,,32.38,,0.30,-0.76,0.27,-9.02,-3.92,2.94,,,,,,
1435,,32.40,,-1.24,0.25,4.74,-9.68,-4.02,3.24,,,,,,
1436,,32.41,,1.95,-0.81,-5.60,-8.81,-3.84,2.77,,,,,,
1437,2018:522920.000,,,,,,,,,,,,,,
1438,2018:522920.000,32.38,,-1.19,0.50,1.72,-9.23,-3.91,2.91,,,,,,
1439,,32.39,,1.07,-1.14,-7.71,-8.91,-3.78,2.74,,,,,,
1440,,32.39,,-2.69,-0.69,3.93,-8.94,-3.71,2.87,,,,,,
1441,,32.40,,-0.02,1.05,-0.28,-9.02,-3.73,2.73,,,,,,
1442,2018:522921.000,,,,,,,,,,,,,,
1443,2018:522921.000,,,,,,,,,,,,,,
1444,,32.41,,1.66,0.34,-3.87,-9.15,-3.97,2.78,,,,,,
1445,,32.39,,-0.59,-0.80,-0.08,-9.25,-3.91,2.90,,,,,,
1446,,32.39,,1.14,4.15,-13.01,-9.40,-3.55,2.68,,,,,,
1447,2018:522922.000,32.40,,1.63,4.01,1.24,-10.03,-3.89,2.80,,,,,,
1448,2018:522922.000,,,,,,,,,,,,,,
1449,2018:522922.000,32.40,,0.99,7.10,3.40,-9.28,-3.91,2.66,,,,,,
1450,,32.40,,3.35,7.66,-6.33,-9.00,-3.99,2.28,,,,,,
1451,,32.41,,-5.80,7.98,13.27,-9.53,-4.05,2.37,,,,,,
1452,2018:522923.000,32.39,,-3.46,5.86,-10.66,-8.74,-4.29,2.42,,,,,,
1453,2018:522923.000,,,,,,,,,,,,,,
1454,2018:522923.000,32.40,,-6.97,3.80,4.84,-9.81,-4.12,2.84,,,,,,
1455,,32.41,,-2.86,5.88,-0.49,-9.47,-4.21,2.75,,,,,,
1456,,32.40,,0.84,2.17,0.24,-8.87,-4.06,2.81,,,,,,
1457,,32.40,,-0.14,1.09,1.09,-8.98,-3.78,2.94,,,,,,
1458,2018:522924.000,,,,,,,,,,,,,,
1459,2018:522924.000,,,,,,,,,,,,,,
1460,,32.40,,0.28,1.62,-0.37,-8.90,-4.00,3.09,,,,,,
1461,,32.40,,0.33,-0.53,-1.58,-8.82,-4.16,3.11,,,,,,
1462,,32.39,,-0.48,2.13,4.08,-8.65,-3.65,3.14,,,,,,
1463,2018:522925.000,,,,,,,,,,,,,,
1464,2018:522925.000,,,,,,,,,,,,,,
1465,,32.40,,11.55,4.36,-48.19,-8.06,-2.62,2.94,,,,,,
1466,,32.40,,-0.61,3.47,-8.73,-9.55,-4.93,3.23,,,,,,
1467,,32.41,,-0.13,1.70,-1.21,-9.22,-4.52,2.73,,,,,,
1468,2018:522926.000,,,,,,,,,,,,,,
1469,2018:522926.000,32.41,,9.50,3.00,-7.00,-8.84,-4.82,2.93,,,,,,
1470,2018:522926.000,32.40,,-2.49,4.12,-10.63,-9.23,-4.93,2.97,,,,,,
1471,,32.40,,-5.77,5.65,5.95,-8.17,-4.71,2.96,,,,,,
1472,,32.41,,0.49,5.36,3.14,-8.53,-4.64,2.76,,,,,,
1473,2018:522927.000,32.41,,1.19,4.70,-4.04,-8.79,-4.66,2.62,,,,,,
1474,2018:522927.000,,,,,,,,,,,,,,
1475,2018:522927.000,32.39,,0.77,5.05,3.76,-8.35,-4.50,2.86,,,,,,
1476,,32.39,,-0.21,6.26,2.35,-9.67,-4.25,2.84,,,,,,
1477,,32.42,,0.51,7.88,-6.44,-8.81,-3.77,2.05,,,,,,
1478,2018:522928.000,32.39,,-0.84,4.40,6.77,-8.81,-3.54,2.43,,,,,,
1479,2018:522928.000,,,,,,,,,,,,,,
1480,2018:522928.000,,,,,,-9.10,-3.67,2.61,,,,,,
1481,,32.40,,0.31,2.17,-1.08,-8.95,-3.59,2.50,,,,,,
1482,,32.41,,6.72,3.01,-1.82,-9.28,-4.01,2.72,,,,,,
1483,2018:522929.000,32.39,,9.15,1.11,-0.06,-8.74,-4.34,2.79,,,,,,
1484,2018:522929.000,,,,,,,,,,,,,,
1485,2018:522929.000,32.39,,-4.39,4.02,4.83,-9.15,-4.20,2.99,,,,,,
1486,,32.41,,-1.44,4.53,0.94,-8.76,-4.16,2.80,,,,,,
1487,,32.39,,-1.79,2.07,1.04,-8.86,-4.37,2.82,,,,,,
1488,,32.40,,-0.57,2.08,-0.01,-9.52,-4.52,3.14,,,,,,
1489,2018:522930.000,32.38,,-1.17,0.86,7.39,,,,,,,,,
1490,2018:522930.000,,,,,,,,,,,,,,
1491,2018:522930.000,32.39,,0.68,0.57,-2.61,-8.76,-4.33,2.97,,,,,,
1492,,32.39,,1.36,-0.40,-0.74,-8.92,-4.43,2.93,,,,,,
1493,,32.39,,-0.13,0.00,1.01,-9.03,-4.46,3.06,,,,,,
1494,2018:522931.000,32.39,,-0.47,1.71,-0.06,-8.62,-4.28,2.99,,,,,,
1495,2018:522931.000,,,,,,,,,,,,,,
1496,2018:522931.000,32.41,,-0.45,-0.02,0.76,-8.96,-4.39,3.18,,,,,,
1497,,32.39,,-0.45,-0.04,-0.41,-8.76,-4.35,3.10,,,,,,
1498,,32.40,,-0.34,-1.66,0.21,-8.79,-4.40,3.36,,,,,,
1499,2018:522932.000,32.40,,1.09,-2.12,-2.52,-8.99,-4.46,3.23,,,,,,
1500,2018:522932.000,,,,,,,,,,,,,,
1501,2018:522932.000,32.39,,1.21,-1.83,-1.70,-8.40,-4.21,3.03,,,,,,
1502,,32.39,,0.42,-1.53,0.21,-8.84,-4.28,3.09,,,,,,
1503,,32.40,,0.91,-0.94,-1.02,-8.89,-4.10,3.10,,,,,,
1504,2018:522933.000,32.40,,0.62,-0.78,-1.88,-8.76,-4.08,3.05,,,,,,
1505,2018:522933.000,,,,,,,,,,,,,,
1506,2018:522933.000,,,,,,-9.07,-4.14,2.99,,,,,,
1507,,32.41,,-0.25,-2.08,-0.98,-8.77,-3.93,3.06,,,,,,
1508,,32.40,,0.67,-1.88,-0.96,-8.71,-4.03,3.01,,,,,,
1509,,32.38,,1.59,-0.96,-1.66,-8.54,-3.82,2.72,,,,,,
1510,2018:522934.000,,,,,,,,,,,,,,
1511,2018:522934.000,,,,,,,,,,,,,,
1512,,32.38,,-0.26,1.08,1.26,-9.01,-4.14,2.85,,,,,,
1513,,32.40,,-0.22,2.11,-0.14,-9.39,-4.26,2.76,,,,,,
1514,,32.41,,-0.45,1.84,1.49,-9.33,-3.82,2.75,,,,,,
1515,2018:522935.000,32.39,,-2.67,1.00,2.01,,,,,,,,,
1516,2018:522935.000,,,,,,,,,,,,,,
1517,2018:522935.000,32.40,,-0.45,1.69,1.10,-9.31,-3.83,2.83,,,,,,
1518,,32.41,,1.39,0.54,-0.94,-9.26,-3.74,2.77,,,,,,
1519,,32.38,,0.09,-0.75,-1.42,-8.92,-3.51,2.71,,,,,,
1520,2018:522936.000,32.40,,-1.26,-0.18,2.08,-9.08,-3.66,2.85,,,,,,
1521,2018:522936.000,,,,,,,,,,,,,,
1522,2018:522936.000,32.40,,-0.80,-1.48,-2.10,-9.21,-3.80,2.79,,,,,,
1523,,32.40,,1.29,-0.66,-3.12,-9.20,-4.03,2.87,,,,,,
1524,,32.38,,2.53,-0.14,-1.99,-8.95,-4.30,3.16,,,,,,
1525,2018:522937.000,32.40,,0.58,-1.33,-1.36,-8.63,-4.08,3.09,,,,,,
1526,2018:522937.000,,,,,,,,,,,,,,
1527,2018:522937.000,32.39,,3.10,-1.91,-7.45,-8.55,-4.26,3.08,,,,,,
1528,,32.41,,1.89,-0.63,-0.63,-8.45,-3.99,3.31,,,,,,
1529,,32.40,,-0.35,-1.37,3.46,-8.74,-4.10,3.28,,,,,,
1530,2018:522938.000,32.39,,1.45,-0.86,-1.14,-8.66,-3.94,3.12,,,,,,
1531,2018:522938.000,,,,,,,,,,,,,,
1532,2018:522938.000,,,,,,-9.19,-3.97,3.20,,,,,,
1533,,32.39,,-0.03,2.37,-0.98,-8.92,-4.09,2.78,,,,,,
1534,,32.40,,1.68,1.79,-0.51,-8.87,-4.13,2.87,,,,,,
1535,,32.41,,0.94,3.07,0.55,-8.45,-3.80,2.66,,,,,,
1536,2018:522939.000,,,,,,,,,,,,,,
1537,2018:522939.000,,,,,,,,,,,,,,
1538,,32.40,,4.34,3.97,-0.38,-8.84,-4.12,2.74,,,,,,
1539,,32.40,,1.37,3.04,-6.90,-9.23,-3.75,2.76,,,,,,
1540,,32.40,,4.32,-1.34,1.60,-9.34,-3.83,3.00,,,,,,
1541,2018:522940.000,32.40,,-3.41,5.57,-0.87,,,,,,,,,
1542,2018:522940.000,,,,,,,,,,,,,,
1543,2018:522940.000,32.39,,7.88,-2.78,6.93,-6.02,-2.66,2.01,,,,,,
1544,,32.40,,-7.69,11.41,13.03,-11.37,-5.44,3.21,,,,,,
1545,,32.38,,-18.41,-5.33,3.91,-8.99,-3.64,3.00,,,,,,
1546,2018:522941.000,32.40,,0.94,-2.33,-0.01,-8.91,-4.02,2.93,,,,,,
1547,2018:522941.000,,,,,,,,,,,,,,
1548,2018:522941.000,32.42,,-0.45,1.15,-9.31,-9.10,-4.62,2.94,,,,,,
1549,,32.40,,1.62,1.78,-1.95,-8.63,-3.96,2.83,,,,,,
1550,,32.41,,0.13,2.55,-0.72,-9.31,-4.43,2.95,,,,,,
1551,2018:522942.000,32.39,,-1.99,3.24,3.16,-8.79,-4.21,2.93,,,,,,
1552,2018:522942.000,,,,,,,,,,,,,,
1553,2018:522942.000,32.39,,-2.83,2.77,1.98,-8.97,-4.31,3.01,,,,,,
1554,,32.40,,-0.54,3.77,0.87,-9.08,-4.35,3.12,,,,,,
1555,,32.41,,-0.53,2.69,-2.17,-8.69,-4.22,2.96,,,,,,
1556,2018:522943.000,32.41,,-3.28,2.33,5.15,-8.85,-4.30,2.97,,,,,,
1557,2018:522943.000,,,,,,,,,,,,,,
1558,2018:522943.000,,,,,,-8.77,-4.33,2.72,,,,,,
1559,,32.41,,-4.53,0.95,7.44,-8.98,-4.32,3.20,,,,,,
1560,,32.41,,1.18,0.44,-0.80,-9.09,-4.50,3.13,,,,,,
1561,,32.40,,1.20,0.20,0.26,-8.61,-4.20,2.97,,,,,,
1562,2018:522944.000,,,,,,,,,,,,,,
1563,2018:522944.000,,,,,,,,,,,,,,
1564,,32.39,,1.54,0.08,0.11,-8.57,-4.26,2.94,,,,,,
