Index,GPS time,EKF Temp,EKF Tick,EKF Raw Z Gyro,EKF Raw X Gyro,EKF Raw Y Gyro,EKF Raw X Accel,EKF Raw Y Accel,EKF Raw Z Accel,EKF Tick SF,EKF Gyro SF,EKF Gyro Bias,EKF Tick SF Calib,EKF Gyro SF Calib,EKF Gyro B Calib
1802,2018:522991.000,32.39,,-2.00,0.35,0.56,-9.92,-2.84,2.68,,,,,,
1803,2018:522991.000,,,,,,,,,,,,,,
1804,2018:522991.000,32.40,,-2.62,0.83,1.32,-9.52,-2.57,2.69,,,,,,
1805,,32.41,,-1.58,2.15,0.61,-10.02,-2.73,2.62,,,,,,
1806,,32.41,,0.25,0.58,-1.46,-9.92,-2.17,2.42,,,,,,
1807,2018:522992.000,32.41,,-0.63,0.97,2.00,-10.02,-2.06,2.34,,,,,,
1808,2018:522992.000,,,,,,,,,,,,,,
1809,2018:522992.000,32.41,,1.12,0.79,-1.20,-10.24,-1.99,2.26,,,,,,
1810,,32.40,,1.62,-0.78,-2.50,-9.89,-1.86,2.43,,,,,,
1811,,32.40,,1.13,1.77,0.26,-9.88,-1.86,2.46,,,,,,
1812,2018:522993.000,32.41,,0.38,-1.54,-1.09,-9.97,-1.72,2.38,,,,,,
1813,2018:522993.000,,,,,,,,,,,,,,
1814,2018:522993.000,,,,,,-9.98,-1.97,2.66,,,,,,
1815,,32.41,,0.34,-1.49,-1.34,-9.67,-1.83,2.57,,,,,,
1816,,32.41,,0.03,-0.25,-1.30,-9.48,-1.88,2.43,,,,,,
1817,,32.42,,-0.23,0.03,-0.52,-9.48,-1.67,2.53,,,,,,
1818,2018:522994.000,,,,,,,,,,,,,,
1819,2018:522994.000,,,,,,,,,,,,,,
1820,,32.42,,0.23,0.14,-0.46,-9.65,-1.86,2.37,,,,,,
1821,,32.40,,0.43,-1.17,-1.52,-9.98,-1.89,2.57,,,,,,
1822,,32.42,,-0.44,-0.78,0.19,-9.80,-2.17,2.54,,,,,,
1823,2018:522995.000,32.42,,1.20,-2.66,-2.75,,,,,,,,,
1824,2018:522995.000,,,,,,,,,,,,,,
1825,2018:522995.000,32.43,,0.33,-0.26,0.26,-9.53,-2.34,2.61,,,,,,
1826,,32.42,,0.57,0.03,-0.72,-9.66,-2.45,2.64,,,,,,
1827,,32.42,,0.41,-0.12,-0.38,-9.63,-2.55,2.74,,,,,,
1828,2018:522996.000,32.42,,0.35,-0.72,-0.15,-9.57,-2.55,2.74,,,,,,
1829,2018:522996.000,,,,,,,,,,,,,,
1830,2018:522996.000,32.41,,0.58,-0.47,-0.65,-9.54,-2.64,2.66,,,,,,
1831,,32.40,,0.50,-0.69,-0.54,-9.49,-2.82,2.78,,,,,,
1832,,32.41,,0.51,-0.93,-0.63,-9.33,-3.08,2.82,,,,,,
1833,2018:522997.000,32.40,,0.42,-0.75,-0.49,-9.28,-3.34,2.87,,,,,,
1834,2018:522997.000,,,,,,,,,,,,,,
1835,2018:522997.000,32.42,,0.47,-0.92,-0.66,-9.19,-3.47,2.92,,,,,,
1836,,32.42,,0.49,-0.14,-0.11,-9.14,-3.51,2.89,,,,,,
1837,,32.41,,0.45,-0.38,-0.33,-9.21,-3.53,2.94,,,,,,
1838,,32.41,,0.44,-0.49,-0.48,-9.17,-3.54,2.92,,,,,,
1839,2018:522998.000,,,,,,,,,,,,,,
1840,2018:522998.000,,,,,,,,,,,,,,
1841,,32.41,,0.36,-0.30,-0.42,-9.27,-3.51,2.93,,,,,,
1842,,32.39,,0.55,-0.41,-0.65,-9.09,-3.51,2.88,,,,,,
1843,,32.42,,0.30,-0.30,-0.23,-9.13,-3.48,2.95,,,,,,
1844,2018:522999.000,32.42,,0.32,-0.41,-1.05,,,,,,,,,
1845,2018:522999.000,,,,,,,,,,,,,,
1846,2018:522999.000,32.41,,0.02,-0.08,0.71,-9.14,-3.47,2.90,,,,,,
1847,,32.41,,0.53,-0.71,-0.62,-9.13,-3.56,3.01,,,,,,
1848,,32.41,,0.30,-0.32,0.21,-9.15,-3.52,2.95,,,,,,
1849,2018:523000.000,32.41,,0.54,-0.36,-0.61,-9.19,-3.56,2.95,,,,,,
1850,2018:523000.000,,,,,,,,,,,,,,
1851,2018:523000.000,32.42,,0.19,-0.20,0.34,-9.17,-3.53,3.02,,,,,,
1852,,32.42,,0.42,-0.48,-0.18,-9.14,-3.63,2.96,,,,,,
1853,,32.41,,0.26,-0.29,-0.30,-9.07,-3.81,3.09,,,,,,
1854,,32.42,,0.48,-1.00,-0.76,-8.91,-3.94,3.06,,,,,,
1855,2018:523001.000,,,,,,,,,,,,,,
1856,2018:523001.000,,,,,,,,,,,,,,
1857,,32.42,,0.28,-0.39,-0.46,-8.84,-4.27,3.19,,,,,,
1858,,32.41,,0.43,-1.21,-0.72,-8.69,-4.47,3.32,,,,,,
1859,,32.41,,0.42,-0.81,-0.70,-8.69,-4.64,3.17,,,,,,
1860,2018:523002.000,32.41,,0.52,-1.19,-0.80,-8.56,-4.61,3.29,,,,,,
1861,2018:523002.000,,,,,,,,,,,,,,
1862,2018:523002.000,32.39,,0.34,-1.20,-0.58,-8.74,-4.67,3.29,,,,,,
1863,,32.42,,0.04,0.32,1.72,-8.96,-4.28,3.26,,,,,,
1864,,32.40,,-0.13,0.01,0.47,-9.07,-4.56,3.49,,,,,,
1865,2018:523003.000,32.41,,3.02,-0.05,-0.14,-8.92,-4.46,3.40,,,,,,
1866,2018:523003.000,,,,,,,,,,,,,,
1867,2018:523003.000,,,,,,-9.21,-3.98,3.44,,,,,,
1868,,32.43,,-0.87,-4.11,-1.65,-8.93,-4.62,3.68,,,,,,
1869,,32.43,,-1.15,2.35,4.30,-9.01,-3.93,3.21,,,,,,
1870,,32.41,,0.05,0.48,1.74,-8.97,-4.70,3.48,,,,,,
1871,2018:523004.000,,,,,,,,,,,,,,
1872,2018:523004.000,,,,,,,,,,,,,,
1873,,32.43,,-8.83,10.17,17.87,-11.25,-4.85,4.50,,,,,,
1874,,32.42,,-2.21,0.30,2.98,-6.88,-3.38,3.01,,,,,,
1875,,32.41,,3.62,-1.70,-4.37,-8.03,-4.91,3.08,,,,,,
1876,2018:523005.000,32.42,,2.35,3.40,-2.63,-8.14,-4.27,2.94,,,,,,
1877,2018:523005.000,,,,,,,,,,,,,,
1878,2018:523005.000,32.40,,-0.55,-1.08,2.75,-9.18,-4.43,3.44,,,,,,
1879,,32.41,,1.05,1.34,-0.25,-8.54,-4.19,3.05,,,,,,
1880,,32.41,,1.01,-1.28,-2.28,-8.98,-4.89,3.29,,,,,,
1881,2018:523006.000,32.42,,-0.45,1.11,2.56,-8.53,-4.38,3.27,,,,,,
1882,2018:523006.000,,,,,,,,,,,,,,
1883,2018:523006.000,32.42,,0.36,-0.05,-0.51,-8.63,-4.31,3.06,,,,,,
1884,,32.41,,0.60,0.41,-0.60,-8.85,-4.53,3.15,,,,,,
1885,,32.42,,0.48,1.00,1.38,-8.91,-4.93,3.31,,,,,,
1886,2018:523007.000,32.42,,-0.55,0.40,2.74,-8.87,-4.54,3.14,,,,,,
1887,2018:523007.000,,,,,,,,,,,,,,
1888,2018:523007.000,,,,,,-9.14,-4.24,3.14,,,,,,
1889,,32.41,,0.64,-2.79,0.30,-9.24,-3.61,2.87,,,,,,
1890,,32.41,,-0.70,1.70,2.53,-8.93,-3.62,2.74,,,,,,
1891,,32.42,,1.01,1.07,-1.15,-9.10,-3.74,2.82,,,,,,
1892,2018:523008.000,,,,,,,,,,,,,,
1893,2018:523008.000,,,,,,,,,,,,,,
1894,,32.41,,-0.10,-0.68,0.52,-9.01,-3.65,2.87,,,,,,
1895,,32.41,,-0.86,-0.12,-0.48,-9.14,-4.38,2.92,,,,,,
1896,,32.41,,-1.57,2.81,2.57,-8.83,-4.23,2.94,,,,,,
1897,2018:523009.000,32.41,,-0.38,-1.63,-0.16,,,,,,,,,
1898,2018:523009.000,,,,,,,,,,,,,,
1899,2018:523009.000,32.42,,1.34,2.29,-2.08,-8.70,-4.06,2.94,,,,,,
1900,,32.41,,1.70,1.42,-2.41,-8.85,-4.17,2.97,,,,,,
1901,,32.41,,2.10,0.87,-3.45,-9.00,-4.34,2.96,,,,,,
1902,2018:523010.000,32.39,,-0.40,2.07,1.28,-8.88,-3.90,3.00,,,,,,
1903,2018:523010.000,,,,,,,,,,,,,,
1904,2018:523010.000,32.41,,1.38,-0.33,-3.88,-9.07,-4.29,2.99,,,,,,
1905,,32.39,,0.26,-1.30,-1.71,-9.06,-4.10,2.92,,,,,,
1906,,32.41,,0.06,-0.13,1.56,-9.29,-4.06,3.00,,,,,,
1907,2018:523011.000,32.41,,0.53,1.89,1.58,-8.90,-3.82,2.91,,,,,,
1908,2018:523011.000,,,,,,,,,,,,,,
1909,2018:523011.000,32.43,,-0.78,-0.04,1.64,-9.07,-3.94,2.92,,,,,,
1910,,32.42,,-1.27,0.14,2.69,-9.19,-4.19,3.11,,,,,,
1911,,32.42,,0.90,-0.04,-0.50,-9.29,-4.19,3.02,,,,,,
1912,2018:523012.000,32.42,,0.34,0.09,1.78,-8.93,-4.08,3.06,,,,,,
1913,2018:523012.000,,,,,,,,,,,,,,
1914,2018:523012.000,,,,,,-9.61,-4.21,3.00,,,,,,
1915,,32.41,,0.70,1.88,-2.80,-9.17,-4.12,2.71,,,,,,
1916,,32.41,,-0.94,2.15,2.16,-9.44,-4.02,2.76,,,,,,
1917,,32.40,,-0.26,3.52,0.05,-9.42,-3.99,2.60,,,,,,
1918,2018:523013.000,,,,,,,,,,,,,,
1919,2018:523013.000,,,,,,,,,,,,,,
1920,,32.41,,0.73,1.27,-1.77,-9.46,-4.01,2.68,,,,,,
1921,,32.41,,1.60,0.01,-1.34,-8.85,-4.00,2.72,,,,,,
1922,,32.41,,0.91,1.81,-1.15,-9.12,-3.91,2.84,,,,,,
1923,2018:523014.000,32.42,,-1.39,1.64,5.84,,,,,,,,,
1924,2018:523014.000,,,,,,,,,,,,,,
1925,2018:523014.000,32.41,,-0.03,0.59,-0.79,-8.76,-3.81,2.69,,,,,,
1926,,32.40,,-0.42,1.85,-0.29,-8.93,-3.62,2.69,,,,,,
1927,,32.41,,0.08,1.18,-2.20,-9.07,-3.61,2.82,,,,,,
1928,2018:523015.000,32.41,,-0.67,0.70,2.21,-9.33,-3.50,3.04,,,,,,
1929,2018:523015.000,,,,,,,,,,,,,,
1930,2018:523015.000,32.39,,0.40,-1.22,-3.02,-9.05,-3.60,2.87,,,,,,
1931,,32.41,,-0.82,1.95,3.49,-9.96,-3.94,2.95,,,,,,
1932,,32.41,,0.74,-0.16,-0.46,-9.30,-3.67,2.90,,,,,,
1933,2018:523016.000,32.41,,0.63,0.06,0.07,-8.87,-3.79,2.87,,,,,,
1934,2018:523016.000,,,,,,,,,,,,,,
1935,2018:523016.000,32.40,,-1.43,2.52,3.36,-9.51,-3.73,3.07,,,,,,
1936,,32.39,,0.30,1.03,-0.25,-9.36,-3.87,2.96,,,,,,
1937,,32.40,,-0.86,2.62,0.85,-9.27,-3.60,2.50,,,,,,
1938,2018:523017.000,32.41,,-1.41,3.33,3.78,-9.44,-3.78,2.64,,,,,,
1939,2018:523017.000,,,,,,,,,,,,,,
1940,2018:523017.000,,,,,,-9.43,-3.85,2.53,,,,,,
1941,,32.41,,1.87,2.56,-0.93,-9.15,-3.86,2.47,,,,,,
1942,,32.41,,3.09,5.40,-0.46,-8.86,-3.66,2.24,,,,,,
1943,,32.41,,0.48,6.64,-2.90,-8.71,-3.65,2.06,,,,,,
1944,2018:523018.000,,,,,,,,,,,,,,
1945,2018:523018.000,32.40,,0.07,5.81,-1.85,-9.27,-3.81,2.22,,,,,,
1946,2018:523018.000,32.40,,-0.01,7.28,-4.60,-8.94,-3.79,2.14,,,,,,
1947,,32.41,,-6.65,7.17,6.56,-8.80,-4.07,2.12,,,,,,
1948,,32.41,,-6.97,3.79,-2.61,-8.99,-4.16,1.98,,,,,,
1949,2018:523019.000,32.40,,4.45,8.26,2.93,,,,,,,,,
1950,2018:523019.000,,,,,,,,,,,,,,
1951,2018:523019.000,32.40,,-5.02,6.14,3.92,-9.01,-4.00,2.19,,,,,,
1952,,32.42,,1.40,9.69,1.94,-8.56,-3.93,1.93,,,,,,
1953,,32.41,,-1.52,8.23,-4.94,-8.74,-3.82,1.94,,,,,,
1954,2018:523020.000,32.41,,-4.80,4.85,4.02,-9.76,-4.16,2.37,,,,,,
1955,2018:523020.000,,,,,,,,,,,,,,
1956,2018:523020.000,32.41,,-6.13,5.77,9.21,-9.92,-4.24,2.49,,,,,,
1957,,32.41,,-4.31,3.10,6.04,-9.53,-3.81,2.39,,,,,,
1958,,32.40,,0.88,3.89,2.81,-8.64,-3.71,2.32,,,,,,
1959,2018:523021.000,32.41,,-6.64,2.93,1.44,-10.11,-3.72,2.69,,,,,,
1960,2018:523021.000,32.40,,-0.56,4.57,0.83,-9.30,-3.31,2.34,,,,,,
1961,2018:523021.000,,,,,,,,,,,,,,
1962,,32.41,,-0.81,3.50,-2.06,-9.31,-3.52,2.60,,,,,,
1963,,32.41,,-1.57,4.38,1.16,-9.10,-3.32,2.36,,,,,,
1964,,32.41,,0.48,6.91,-1.22,-9.60,-3.55,2.35,,,,,,
1965,2018:523022.000,,,,,,,,,,,,,,
1966,2018:523022.000,,,,,,,,,,,,,,
1967,,32.42,,2.90,5.54,3.06,-9.26,-3.06,2.12,,,,,,
1968,,32.41,,-2.77,5.30,1.24,-9.42,-3.04,2.07,,,,,,
1969,,32.42,,-1.56,3.36,4.13,-9.80,-3.31,2.36,,,,,,
1970,2018:523023.000,32.41,,-5.06,1.87,7.93,-9.65,-2.96,2.54,,,,,,
1971,2018:523023.000,,,,,,,,,,,,,,
1972,2018:523023.000,32.40,,-0.12,-0.39,1.08,-9.35,-2.98,2.60,,,,,,
1973,,32.41,,0.78,-1.26,-1.17,-9.30,-3.17,3.17,,,,,,
1974,,32.40,,1.32,-2.85,-1.51,-9.18,-3.11,3.43,,,,,,
1975,2018:523024.000,32.40,,1.20,-2.91,-1.13,-9.47,-3.07,3.44,,,,,,
1976,2018:523024.000,,,,,,,,,,,,,,
1977,2018:523024.000,32.41,,1.15,-4.71,-2.54,-8.92,-2.80,3.53,,,,,,
1978,,32.41,,4.17,-7.21,-4.72,-9.35,-2.69,3.93,,,,,,
1979,,32.43,,3.63,-9.32,-3.99,-9.03,-3.15,4.30,,,,,,
1980,2018:523025.000,32.41,,3.43,-9.45,-1.84,-9.14,-3.17,4.57,,,,,,
1981,2018:523025.000,,,,,,,,,,,,,,
1982,2018:523025.000,32.42,,4.49,-9.12,-3.26,-8.90,-2.92,4.60,,,,,,
1983,,32.42,,4.85,-11.42,-3.23,-8.86,-2.83,4.58,,,,,,
1984,,32.39,,4.30,-11.90,-2.22,-8.79,-2.90,4.45,,,,,,
1985,,32.39,,4.13,-12.03,-3.69,-8.16,-2.88,4.38,,,,,,
1986,2018:523026.000,,,,,,,,,,,,,,
1987,2018:523026.000,,,,,,-8.99,-3.23,4.59,,,,,,
1988,,32.41,,3.73,-14.03,-5.66,-8.54,-3.68,4.63,,,,,,
1989,,32.41,,3.57,-12.33,-5.23,-8.18,-3.39,4.62,,,,,,
1990,,32.41,,3.53,-11.07,-5.29,-8.49,-3.34,4.91,,,,,,
1991,2018:523027.000,32.41,,3.89,-11.96,-5.19,-8.84,-3.46,5.09,,,,,,
1992,2018:523027.000,,,,,,,,,,,,,,
1993,2018:523027.000,32.41,,3.70,-10.58,-4.34,-8.82,-3.38,4.98,,,,,,
1994,,32.44,,2.48,-8.76,-2.40,-8.87,-3.29,4.33,,,,,,
1995,,32.42,,1.37,-4.82,-1.30,-8.81,-3.25,3.50,,,,,,
1996,2018:523028.000,32.41,,0.96,-3.63,-0.00,,,,,,,,,
1997,2018:523028.000,,,,,,,,,,,,,,
1998,2018:523028.000,32.42,,0.61,-2.45,-0.83,-8.79,-3.41,3.21,,,,,,
1999,,32.40,,1.65,-3.10,-2.53,-8.92,-3.44,3.31,,,,,,
2000,,32.41,,1.25,-1.89,-1.65,-8.86,-3.32,3.31,,,,,,
2001,2018:523029.000,32.41,,0.72,-3.04,0.49,-9.11,-3.55,3.41,,,,,,
2002,2018:523029.000,32.41,,1.94,-2.42,-2.04,,,,,,,,,
2003,2018:523029.000,32.41,,0.79,-1.35,0.51,-9.11,-3.43,3.49,,,,,,
2004,,32.42,,1.40,-2.14,-0.88,-8.88,-3.37,3.26,,,,,,
2005,,32.41,,1.18,-1.21,0.94,-8.21,-3.09,2.96,,,,,,
2006,,32.41,,0.22,-1.01,2.11,-9.63,-3.69,3.63,,,,,,
2007,2018:523030.000,,,,,,,,,,,,,,
2008,2018:523030.000,,,,,,,,,,,,,,
2009,,32.43,,-0.13,-1.91,1.53,-9.34,-3.20,3.57,,,,,,
2010,,32.41,,0.45,-3.50,-0.26,-9.75,-3.22,3.53,,,,,,
2011,,32.40,,1.48,-4.66,-0.61,-9.70,-3.40,4.00,,,,,,
2012,2018:523031.000,,,,,,,,,,,,,,
2013,2018:523031.000,,,,,,,,,,,,,,
2014,,32.42,,2.02,-5.45,-1.01,-9.32,-3.51,4.08,,,,,,
2015,,32.40,,2.77,-6.95,-2.87,-8.50,-2.81,3.84,,,,,,
2016,,32.42,,3.08,-7.58,-2.67,-9.38,-2.27,4.13,,,,,,
2017,2018:523032.000,32.42,,2.67,-7.87,-1.80,-9.27,-2.03,4.16,,,,,,
2018,2018:523032.000,,,,,,,,,,,,,,
2019,2018:523032.000,32.42,,2.91,-8.16,-1.56,-9.64,-2.10,4.13,,,,,,
2020,,32.41,,2.21,-6.87,-2.86,-9.67,-1.67,4.06,,,,,,
2021,,32.42,,1.55,-8.00,-3.54,-9.83,-1.91,4.12,,,,,,
2022,2018:523033.000,32.42,,2.28,-9.20,-5.00,-9.77,-1.89,4.43,,,,,,
2023,2018:523033.000,,,,,,,,,,,,,,
2024,2018:523033.000,32.41,,2.16,-7.32,-3.64,-9.74,-2.06,4.19,,,,,,
2025,,32.42,,2.89,-11.04,-4.00,-9.57,-2.39,4.17,,,,,,
2026,,32.42,,2.57,-10.59,-4.50,-9.33,-2.56,4.43,,,,,,
2027,2018:523034.000,32.41,,2.07,-8.91,-4.80,-8.92,-2.62,4.15,,,,,,
2028,2018:523034.000,,,,,,,,,,,,,,
2029,2018:523034.000,32.42,,2.91,-10.61,-4.04,-9.41,-3.08,4.65,,,,,,
2030,,32.39,,4.19,-11.34,-0.61,-9.26,-3.01,4.68,,,,,,
2031,,32.41,,4.25,-9.24,4.09,-9.17,-2.25,3.82,,,,,,
2032,,32.40,,1.75,-9.45,3.67,-8.39,-1.91,2.20,,,,,,
2033,2018:523035.000,,,,,,,,,,,,,,
2034,2018:523035.000,,,,,,,,,,,,,,
2035,,32.42,,13.20,-10.30,-17.84,-9.75,-0.97,3.29,,,,,,
2036,,32.42,,2.01,-4.05,-6.14,-9.78,-2.50,2.94,,,,,,
2037,,32.41,,-1.20,-2.29,1.39,-9.87,-2.76,2.85,,,,,,
2038,2018:523036.000,,,,,,,,,,,,,,
2039,2018:523036.000,,,,,,,,,,,,,,
2040,,32.42,,-1.83,-2.62,3.13,-9.87,-3.59,3.34,,,,,,
2041,,32.42,,0.63,-2.40,10.15,-9.09,-3.11,3.31,,,,,,
2042,,32.41,,1.44,-1.44,1.37,-9.43,-2.84,3.08,,,,,,
2043,2018:523037.000,32.40,,1.20,-2.47,-1.20,-9.51,-2.50,2.92,,,,,,
2044,2018:523037.000,,,,,,,,,,,,,,
2045,2018:523037.000,32.41,,0.25,-5.30,-4.08,-8.84,-2.31,2.89,,,,,,
2046,,32.42,,1.94,-3.87,-1.06,-9.34,-2.37,3.66,,,,,,
2047,,32.42,,2.23,-6.62,1.03,-8.78,-2.38,4.00,,,,,,
2048,2018:523038.000,32.43,,3.11,-9.56,-3.99,-9.60,-2.75,4.05,,,,,,
2049,2018:523038.000,,,,,,,,,,,,,,
2050,2018:523038.000,32.42,,2.82,-10.58,4.33,-8.27,-2.42,3.59,,,,,,
2051,,32.42,,6.33,-9.29,-11.21,-8.65,-2.82,3.78,,,,,,
2052,,32.40,,2.42,-9.45,-4.05,-8.62,-2.86,3.75,,,,,,
2053,2018:523039.000,32.43,,3.58,-3.91,2.19,-9.68,-3.04,3.77,,,,,,
2054,2018:523039.000,,,,,,,,,,,,,,
2055,2018:523039.000,32.40,,3.10,-5.76,0.69,-9.24,-2.21,3.46,,,,,,
2056,,32.41,,6.39,-3.47,36.10,-7.92,-1.18,2.52,,,,,,
2057,,32.42,,1.88,-11.01,-11.56,-9.36,-2.13,3.60,,,,,,
2058,,32.43,,0.07,-9.25,-3.93,-9.30,-2.11,3.33,,,,,,
2059,2018:523040.000,,,,,,,,,,,,,,
2060,2018:523040.000,,,,,,,,,,,,,,
2061,,32.43,,2.59,-5.74,-1.97,-9.25,-1.83,3.19,,,,,,
2062,,32.43,,1.30,-3.63,2.22,-9.25,-2.04,2.95,,,,,,
2063,,32.44,,2.12,-5.54,0.96,-9.71,-2.25,3.33,,,,,,
2064,2018:523041.000,,,,,,,,,,,,,,
2065,2018:523041.000,,,,,,,,,,,,,,
2066,,32.42,,1.73,-6.94,-4.41,-9.50,-2.08,2.64,,,,,,
2067,,32.43,,1.58,-6.72,-0.94,-10.19,-2.37,3.21,,,,,,
2068,,32.41,,2.11,-6.84,-2.54,-10.37,-2.14,3.26,,,,,,
2069,2018:523042.000,32.42,,0.41,-3.61,-0.49,-9.63,-1.79,2.58,,,,,,
2070,2018:523042.000,,,,,,,,,,,,,,
2071,2018:523042.000,32.43,,1.42,-7.03,-2.08,-10.35,-2.23,2.66,,,,,,
2072,,32.42,,2.47,-7.84,-6.72,-9.65,-2.18,2.72,,,,,,
2073,,32.42,,2.90,-5.64,-4.81,-9.46,-1.88,2.52,,,,,,
2074,2018:523043.000,32.43,,1.31,-1.67,0.21,-9.77,-2.00,2.44,,,,,,
2075,2018:523043.000,,,,,,,,,,,,,,
2076,2018:523043.000,32.42,,2.69,-4.39,-1.67,-10.09,-2.32,2.39,,,,,,
2077,,32.43,,4.56,-5.64,-5.64,-9.31,-2.05,2.69,,,,,,
2078,,32.42,,2.64,-5.10,-2.32,-10.29,-2.00,2.84,,,,,,
2079,2018:523044.000,32.40,,-0.25,-1.04,1.90,-9.65,-1.33,2.62,,,,,,
2080,2018:523044.000,,,,,,,,,,,,,,
2081,2018:523044.000,32.42,,-0.69,-2.65,0.72,-9.97,-1.67,2.20,,,,,,
2082,,32.39,,8.63,-0.47,-1.71,-9.91,-1.61,2.26,,,,,,
2083,,32.40,,1.06,-1.46,-1.04,-9.93,-1.62,2.48,,,,,,
2084,,32.42,,0.78,-2.61,-1.63,-9.98,-1.85,2.43,,,,,,
2085,2018:523045.000,,,,,,,,,,,,,,
2086,2018:523045.000,,,,,,,,,,,,,,
2087,,32.41,,0.59,-0.54,-1.20,-9.85,-2.02,2.44,,,,,,
2088,,32.42,,0.83,-1.19,-1.38,-9.79,-2.11,2.53,,,,,,
2089,,32.40,,-0.35,1.34,-0.99,-9.64,-3.32,2.74,,,,,,
2090,2018:523046.000,,,,,,,,,,,,,,
2091,2018:523046.000,,,,,,,,,,,,,,
2092,,32.40,,1.13,-1.90,-1.88,-9.53,-2.84,2.60,,,,,,
2093,,32.41,,-0.98,1.22,2.31,-9.45,-3.00,2.82,,,,,,
2094,,32.43,,-0.30,-0.13,0.82,-9.60,-2.79,2.78,,,,,,
2095,2018:523047.000,32.42,,1.37,-1.51,-2.43,-9.49,-3.05,2.69,,,,,,
2096,2018:523047.000,,,,,,,,,,,,,,
2097,2018:523047.000,32.42,,-0.71,1.08,2.02,-9.53,-2.86,2.66,,,,,,
2098,,32.42,,0.79,-0.69,-1.11,-9.41,-2.96,2.69,,,,,,
2099,,32.43,,0.65,-0.88,-1.21,-9.43,-2.85,2.66,,,,,,
2100,2018:523048.000,32.41,,0.21,0.33,-0.07,-9.45,-2.97,2.70,,,,,,
2101,2018:523048.000,,,,,,,,,,,,,,
2102,2018:523048.000,32.40,,-0.44,0.65,1.35,-9.40,-2.80,2.68,,,,,,
2103,,32.42,,0.42,-0.23,-0.08,-9.48,-2.91,2.69,,,,,,
2104,,32.41,,0.38,-0.63,-0.51,-9.37,-2.90,2.79,,,,,,
2105,2018:523049.000,32.41,,0.51,-0.34,-0.79,-9.38,-2.83,2.67,,,,,,
2106,2018:523049.000,,,,,,,,,,,,,,
2107,2018:523049.000,,,,,,-9.45,-2.89,2.69,,,,,,
2108,,32.40,,-0.05,-0.54,-0.35,-9.48,-2.97,2.72,,,,,,
2109,,32.42,,1.38,-1.06,-2.49,-9.43,-2.96,2.74,,,,,,
2110,,32.41,,-0.20,-0.00,1.09,-9.41,-2.90,2.76,,,,,,
2111,2018:523050.000,32.42,,0.51,-0.56,-0.32,-9.44,-2.89,2.75,,,,,,
2112,2018:523050.000,,,,,,,,,,,,,,
2113,2018:523050.000,32.41,,0.48,-0.48,-0.07,-9.45,-2.97,2.73,,,,,,
2114,,32.41,,-0.32,-0.29,1.17,-9.29,-2.88,2.67,,,,,,
2115,,32.40,,-0.51,0.59,1.44,-9.43,-2.89,2.65,,,,,,
2116,2018:523051.000,32.41,,0.37,-0.69,-0.23,-9.52,-2.88,2.89,,,,,,
2117,2018:523051.000,,,,,,,,,,,,,,
2118,2018:523051.000,32.42,,-0.39,0.07,1.25,-9.42,-3.07,2.71,,,,,,
2119,,32.42,,0.66,-1.07,-0.67,-9.42,-2.90,2.79,,,,,,
2120,,32.42,,0.12,-0.26,0.22,-9.36,-2.86,2.72,,,,,,
2121,,32.40,,0.34,-0.43,-0.05,-9.43,-2.91,2.73,,,,,,
2122,2018:523052.000,,,,,,,,,,,,,,
2123,2018:523052.000,,,,,,,,,,,,,,
2124,,32.42,,0.49,-0.22,-0.80,-9.40,-2.91,2.67,,,,,,
2125,,32.41,,0.27,-0.33,0.14,-9.44,-2.91,2.81,,,,,,
2126,,32.41,,0.39,-0.34,-0.09,-9.40,-2.90,2.72,,,,,,
2127,2018:523053.000,,,,,,,,,,,,,,
2128,2018:523053.000,,,,,,,,,,,,,,
2129,,32.41,,0.45,-0.54,-0.35,-9.40,-2.94,2.78,,,,,,
2130,,32.42,,0.63,-0.50,-0.69,-9.44,-2.92,2.71,,,,,,
2131,,32.42,,0.28,-0.32,0.28,-9.42,-2.90,2.78,,,,,,
2132,2018:523054.000,32.41,,0.43,-0.36,-0.12,-9.42,-2.92,2.72,,,,,,
2133,2018:523054.000,,,,,,,,,,,,,,
2134,2018:523054.000,32.43,,0.39,-0.47,-0.47,-9.43,-2.94,2.75,,,,,,
2135,,32.41,,0.41,-0.41,-0.31,-9.42,-2.90,2.77,,,,,,
2136,,32.40,,0.31,-0.30,0.13,-9.43,-2.92,2.75,,,,,,
2137,2018:523055.000,32.41,,0.69,-0.43,-0.70,-9.44,-2.95,2.73,,,,,,
2138,2018:523055.000,,,,,,,,,,,,,,
2139,2018:523055.000,32.43,,-0.03,-0.15,0.83,-9.51,-2.92,2.79,,,,,,
2140,,32.41,,0.22,-0.37,0.14,-9.38,-2.89,2.75,,,,,,
2141,,32.41,,0.63,-0.57,-0.65,-9.43,-2.92,2.77,,,,,,
2142,,32.42,,1.07,-0.60,-1.84,-9.42,-2.95,2.70,,,,,,
2143,2018:523056.000,,,,,,,,,,,,,,
2144,2018:523056.000,,,,,,,,,,,,,,
2145,,32.41,,0.35,-0.44,-0.07,-9.44,-2.91,2.77,,,,,,
2146,,32.39,,0.07,-0.17,0.37,-9.39,-2.89,2.77,,,,,,
2147,,32.40,,0.60,-0.63,-0.63,-9.42,-2.92,2.83,,,,,,
2148,2018:523057.000,32.40,,0.23,-0.23,0.24,-9.43,-2.92,2.75,,,,,,
